participantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_1,SE_1,public_CSE1,private_CSE1,credibility,objective,valid,useful,rl_product_choice,RL_timing_First Click,RL_timing_Last Click,RL_timing_Page Submit,RL_timing_Click Count,rl_shop_intentions,rl_purchase,rl_wom,rl_attitude,SE_2,public_CSE2,private_CSE2,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,rr_product_choice,RR_timing_First Click,RR_timing_Last Click,RR_timing_Page Submit,RR_timing_Click Count,rr_shop_intentions,rr_purchase,rr_wom,rr_attitude,attentioncheck_gap,control_summary,CN_scale_1,CN_scale_2,CN_scale_3,CN_scale_4,CN_scale_5,CN_scale_6,CN_scale_7,CN_scale_8,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,public_awareness_1,public_awareness_2,public_awareness_3,public_awareness_4,awareness_norms_1,awareness_norms_2,awareness_norms_3,awareness_norms_4,racial_climate_1,racial_climate_2,racial_climate_3,racial_climate_4,disc_concern_1,disc_concern_2,disc_concern_3,disc_concern_4,cb_1,cb_2,cb_3,cb_4,cb_5,cb_6,cb_7,cb_8,cb_9,cb_10,cb_11,cb_12,cb_13,economic_equality,economic_concern,PBRI_1,PBRI_2,PBOI_1,PBOI_2,PBOI_3,purchase_blackbrand,blacklabel_influence,blackbrand_seek,RacialCentrality_1,RacialCentrality_2,RacialCentrality_3,RacialCentrality_4,RacialCentrality_5,RacialCentrality_6,RacialCentrality_7,RacialCentrality_8,PrivateRegard_1,PrivateRegard_2,PrivateRegard_3,PrivateRegard_4,PrivateRegard_5,PrivateRegard_6,PublicRegard_1,PublicRegard_2,PublicRegard_3,PublicRegard_4,PublicRegard_5,PublicRegard_6,frequency ,interracial_contact_1,interracial_contact_2,interracial_contact_3,interracial_contact_4,interracial_contact_5,interracial_contact_6,interracial_contact_7,FeelTherm_1,BA_1,BA_2,BA_3,BA_4,article,collective_concern,personal concern,collective_action,close_circle,community_awareness,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control_white,control_black,nogap_white,nogap_black,gap_white,gap_black
34,2024-01-24 23:50:52,2024-01-25 0:00:08,0,100,556,1,2024-01-25 0:00:09,R_7qfD1WBGfxSbi8l,anonymous,EN,2,614e497939b9b53a6013f7b0,,2,-2,2,4,2,3,3,3,1,3,2,3,1,3,1,3,1,1,1,3,4,3,1,2,6,6,6,6,,,,,,,,,,3,1,2,1,1,1,4,1,3,2,3,2,1,2,3,1,1,3,3,1,3,25,4.647,11.711,12.456,7,5,4,6,6,There is a large disparity between white and blacks in terms of savings and equity at seemingly all levels of education.,,1,1,1,1,2,1,1,1,3,2,1,1,5,7,6,7,2,2,2,2,2,5,6,5,2,2,3,3,3,3,3,3,3,3,3,3,1,2,3,4,1,4,4,2,3,1,3,1,1,2,2,2,2,5,5,1,1,1,1,1,1,4,4,4,3,2,6,3,2,2,4,4,4,4,4,4,4,5,5,4,4,4,4,4,2,4,4,5,3,4,3,70,2,2,2,4,N/A,Not very concerned,Not directly responsible but maybe part of the system,A good deal,Im not really sure,Yes ,26,7,7,2,,1,5,,21,,,,,,,,,,5
35,2024-01-24 23:53:22,2024-01-25 0:02:43,0,50,561,0,2024-01-25 13:43:14,R_3R7tLDSUkKtKQtb,anonymous,EN,2,6272eccadd98507271a651c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
36,2024-01-25 2:50:28,2024-01-25 2:59:52,0,100,564,1,2024-01-25 2:59:53,R_51ETqWZcyBPF0rn,anonymous,EN,2,60a2286e51973ae842a306ea,,2,-2,1,4,3,1,1,1,3,3,4,4,3,4,1,3,1,1,1,3,4,5,2,1,5,2,5,6,6,2.21,8.569,9.47,7,6,6,6,7,5,2,1,2,2,2,2,1,2,2,4,1,3,4,2,2,1,1,4,2,4,,,,,,,,,,Whites with and without education have more money and wealth than there Black counterparts,,1,1,1,1,1,1,1,1,1,2,2,1,5,6,7,5,1,4,4,4,7,6,6,5,2,2,2,2,4,4,4,4,5,5,5,5,3,1,4,3,2,3,2,3,3,4,4,3,1,2,2,3,3,4,4,1,1,1,1,1,1,5,1,6,1,4,6,2,2,2,6,5,5,5,1,4,4,5,5,5,2,5,5,5,6,4,4,1,6,6,6,95,1,1,1,1,"I am not sure if that article is true or not.  I would have to fact check it.  If it is true, I would also have to know the reasons why?  Is there more to the story?  If not, then it is unfair and needs to be fixed",I think most honestly do not think about it on a daily basis.  I feel it is almost pushed on society not MAKING it more of a problem than it is,I am not responsible at all.  I have nothing to do with it.  I can only treat people equally and do my personal best to care for all humans,"I think there are some that are active in groups, etc to address racism","My social circle cares for everyone and we all treat everyone equally no matter the race, gender, etc",Personally not really,46,1,5,3,,4,1,,21,,,,,,,,,4,
37,2024-01-25 2:57:59,2024-01-25 3:07:27,0,14,567,0,2024-01-25 13:42:12,R_5zCRiSo92o9D54t,anonymous,EN,2,637d58b9dd14dc68ba68920a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
38,2024-01-24 23:52:35,2024-01-25 0:02:05,0,100,570,1,2024-01-25 0:02:06,R_3MKTWFK9QTCc9V8,anonymous,EN,2,631ab79e8635a1df26319958,,2,-1,2,3,3,2,2,2,4,3,2,3,3,4,2,3,2,2,2,3,4,4,3,2,5,4,5,6,42,5.097,13.658,14.453,6,6,5,6,5,4,3,2,2,2,2,2,2,4,2,2,2,3,3,4,2,2,2,3,2,4,,,,,,,,,,Generally whites with the same degree are paid more than blacks with the same degree.,,3,2,4,5,3,3,3,3,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,3,3,3,5,5,5,5,3,5,3,3,3,2,3,5,2,3,3,2,2,2,2,4,3,1,2,1,1,5,5,4,4,3,2,2,1,5,3,6,3,2,6,4,4,4,6,5,4,6,2,4,4,4,4,2,2,5,4,3,2,5,3,5,2,3,2,100,3,3,3,4,It was about how white people with the same degree are generally paid more than minorities with the same degree.,I think it depends on the state but its a 50/50 split overall.,"I dont, thats a systemic thing",I hope they do to some extent ,"Quite a bit, everyone is treated as equal",I would say so,19,1,2,3,,1,1,,21,,,,,,,,,4,
39,2024-01-24 23:47:14,2024-01-24 23:56:48,0,100,573,1,2024-01-24 23:56:48,R_7kCdggKNFaRavQf,anonymous,EN,2,614ee4370d85f20de1b9548f,,5,1,3,1,2,1,1,1,2,1,3,1,2,3,3,2,2,1,4,3,3,4,4,4,4,5,4,5,,,,,,,,,,3,4,3,1,1,1,1,1,1,1,3,2,3,4,3,3,2,1,3,2,3,27,0.142,6.789,7.493,8,4,3,5,5,"The Kaiser Family Foundation study reveals a significant wealth gap between White and Black Americans, particularly in savings and home equity, stemming from historical redlining practices. Disparities persist across education levels, underscoring the urgent need to address systemic inequalities.",,3,2,3,2,4,3,3,4,5,5,4,5,6,4,3,4,5,4,5,5,4,3,5,5,4,4,2,3,3,2,4,3,3,2,4,3,4,3,2,3,2,3,3,4,3,4,3,3,4,3,3,4,4,4,4,4,5,2,4,3,0,5,5,4,3,4,5,4,3,4,5,5,5,4,3,4,5,6,5,4,3,4,5,4,4,3,4,3,2,3,5,70,5,4,5,2,Nothing exactly. ,"As a machine learning model, I don't have beliefs or opinions. The level of concern among White Americans about racial issues varies widely among individuals and can depend on factors such as personal experiences, values, and exposure to diverse perspectives. Public opinion surveys and studies often provide insights into these attitudes, but it's essential to recognize the diversity of opinions within any group.",Mostly believe.,"It may be helpful to explore community resources, organizations, or news outlets for information on anti-racism efforts in your area.",Mostly.,Yes.,32,1,5,2,,1,2,,21,,,,,,,,,,5
40,2024-01-24 23:45:28,2024-01-24 23:55:30,0,100,602,1,2024-01-24 23:55:31,R_7M5m7KTtFOn5sqL,anonymous,EN,2,6310a712d8fb7a5b37f400f9,,2,-1,2,2,3,3,2,2,4,2,2,3,2,2,4,2,2,2,2,2,4,2,1,2,4,6,4,5,19,6.571,16.049,17.26,8,4,3,4,4,2,1,2,2,3,3,3,2,4,2,2,2,2,2,4,2,2,2,2,2,3,,,,,,,,,,"Even with different variables such as different education levels, the money inequality between Black and White Americans is very prevalent.",,1,1,1,1,1,1,1,1,4,1,1,1,7,7,1,4,1,1,1,1,7,7,7,7,3,3,2,3,3,3,4,3,2,3,2,2,2,1,3,5,2,5,2,1,1,1,2,2,2,1,2,2,1,5,5,3,2,2,1,2,1,6,4,6,1,1,6,2,2,1,6,3,4,4,4,3,4,2,3,4,4,3,4,4,2,1,1,5,1,2,1,100,2,2,2,5,I remember feeling upset that something as surface level as skin color greatly negatively affects the lives of minorities.,"I feel that younger people are concerned, but older people do not care.",I don't really know. I try to be open-minded and accepting of all.,"Not very much, I am surrounded by fellow white people.","We understand how racial inequality is bad, but we don't address it much.",No.,21,1,4,2,,1,2,,21,,,,,,,,,4,
41,2024-01-25 2:12:33,2024-01-25 2:23:18,0,100,645,1,2024-01-25 2:23:19,R_7SpZanTt1ZFy1wt,anonymous,EN,2,6594832515de581dcf3c0b75,,3,0,3,3,1,2,2,3,4,2,3,2,3,3,3,2,2,1,3,2,4,4,3,1,5,6,4,5,10,0.686,12.945,13.589,17,6,4,4,4,3,4,2,1,2,2,3,3,4,2,4,3,3,4,4,2,3,2,4,3,3,,,,,,,,,,"its about an article discussing the wealth gap in America between Black Americans and White Americans.
",,4,3,4,4,3,2,4,3,6,4,5,6,6,4,4,3,3,4,5,4,4,4,4,4,3,3,2,3,4,3,3,3,4,4,5,3,4,2,3,3,3,3,4,4,2,3,3,2,4,3,4,3,3,4,4,4,5,4,3,3,1,6,6,4,5,4,3,6,6,6,3,6,6,6,3,5,5,5,6,5,5,5,5,4,2,3,2,5,3,2,2,90,4,3,4,5,the ideal of it been talked about is underrated,very,not ,very work hard,too important,cant say,55,1,6,3,,5,2,,21,,,,,,,,,4,
42,2024-01-25 0:11:08,2024-01-25 0:22:03,0,100,655,1,2024-01-25 0:22:04,R_6CBguVqzYsYyFeJ,anonymous,EN,2,5c64c326c2629c000143bf6f,,3,-2,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,,,,,,,,,,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5.396,11.395,12.525,11,4,4,4,4,The article is suggesting that whites housing value is significantly higher than blacks. It tries to tie housing value to racial issues.,,1,1,1,1,1,1,1,1,3,4,3,6,7,6,6,5,3,6,2,3,7,7,7,6,5,5,5,5,1,3,1,1,3,3,3,3,5,5,3,1,4,5,5,5,5,4,4,4,5,5,5,5,5,4,4,1,1,1,1,1,0,1,1,7,1,1,7,1,1,1,7,4,4,6,1,4,7,7,7,1,3,6,6,3,2,1,1,5,1,,1,100,1,5,4,4,The article is trying to racially pin the issue on skin color instead of culture/reality. Blacks living in less valuable homes has zero to do with their skin color.,"Very few. The more you try to prop a group up due to ""racial issues"", the more racism you create.",Zero.,No one cares.,"No rational adult cares what your skin color is, so none.",Racial awareness creates racial inequality my dear,31,1,2,1,,6,1,,21,,,,,,,,,,5
43,2024-01-24 23:58:23,2024-01-25 0:09:24,0,26,660,0,2024-01-25 13:43:13,R_6EYlmAqAEKj8XgP,anonymous,EN,2,5e38e79295ff561112eae457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
44,2024-01-24 23:58:14,2024-01-25 0:09:23,0,100,668,1,2024-01-25 0:09:23,R_1pJYUZ4tCyBYBdI,anonymous,EN,2,5490c822fdf99b71ba910e1a,65 and up black and white college graduates have 55k-57k median incomes. Education is important to decrease income gaps between groups.,3,1,4,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,7,4,4,21,4.823,20.005,21.529,8,1,1,1,3,1,1,1,1,1,,1,1,4,1,1,1,1,1,3,1,1,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,2,1,1,1,4,1,4,4,1,4,1,4,4,7,4,4,7,1,4,7,4,7,1,1,5,7,2,5,1,1,1,2,5,2,50,2,4,2,4,,A lot of them do not seem to care about racial issues.,I don't think I'm responsible for the issues mentioned.,Very few work to address racism.,No importance,No,28,1,2,2,,2,2,,21,,,,,,,2,,,
45,2024-01-25 2:52:34,2024-01-25 3:03:51,0,100,676,1,2024-01-25 3:03:51,R_30IxSBLyJugoDxD,anonymous,EN,2,60d76140337e60ae26f7fce9,,3,0,2,3,2,3,3,3,4,2,3,2,3,3,3,2,2,3,3,2,3,3,2,1,4,4,5,5,,,,,,,,,,3,3,1,3,2,3,3,3,4,2,3,2,3,3,3,2,3,3,3,2,3,8,4.886,15.604,16.302,9,5,4,5,5,,inequality in incomes vary greatly in different areas. ,2,2,2,2,2,2,2,2,5,6,6,1,6,2,6,4,6,2,5,6,4,6,6,6,4,4,2,4,2,3,3,3,4,4,4,4,2,4,2,2,4,4,4,4,4,5,4,4,4,2,4,4,3,3,3,2,2,1,1,1,1,2,2,6,2,2,4,5,5,5,5,6,6,6,2,5,6,6,6,2,6,6,6,4,2,5,5,5,3,3,2,65,3,3,3,2,about inequality of income throughout different areas,pretty concerened about it,not at all,its not really a problem,some but not much,no,44,1,3,3,,4,1,,21,,,,,,1,,,,
46,2024-01-25 0:24:57,2024-01-25 0:36:15,0,100,678,1,2024-01-25 0:36:16,R_6pRt8KD4Z28zoMO,anonymous,EN,2,61338374ecef87bfdfd1c7bb,"The income gaps are narrowing between White and Black people, especially when we look at people over 65. This is a promising sign of progress.",3,1,3,2,3,2,4,3,2,3,2,2,2,3,2,2,4,3,2,2,3,1,2,2,2,4,5,3,7,2.149,8.49,9.198,8,5,3,4,5,1,2,2,2,3,3,4,3,2,2,2,2,2,2,2,2,3,3,2,2,3,,,,,,,,,,,,1,1,1,1,2,1,1,1,2,1,2,2,3,6,6,6,2,2,2,3,7,6,7,6,2,2,2,2,3,4,4,4,4,4,4,3,2,3,4,4,2,3,2,3,2,3,2,1,2,1,3,2,1,5,5,2,2,2,2,1,1,4,3,6,2,3,5,2,2,2,5,2,3,3,4,2,5,4,5,3,2,4,6,4,2,3,3,5,3,5,3,46,5,5,5,4,"The article's statistics do not seem real and plausible, but it is well written.",I think there is a subset of people that really care but the majority of suburban white people do not.,"I am responsible for instances of microaggressions that I commit, but otherwise I am just a pawn.",I think my commmunity works more than most to address these issues.,My social circle places a lot of importance on racial understanding and current issues.,I perceive some degree of collective commitment with small factions that are opposed to it.,21,1,3,2,,1,1,,22,22,2 years,1,8,,,2,,,
47,2024-01-25 0:11:00,2024-01-25 0:22:24,0,100,683,1,2024-01-25 0:22:24,R_5dp3dTz9krkD2Jx,anonymous,EN,2,55a43278fdf99b02ff6caf89,,2,0,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,5,4,,,,,,,,,,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,36,7.067,14.011,14.771,4,2,2,2,4,,Income concentrates in economically powerful areas and leaves rural communities and smaller economies behind.,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,1,1,2,3,2,3,1,1,1,1,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,0,4,2,7,1,1,7,1,1,1,7,1,1,4,2,1,4,6,5,2,1,6,6,1,6,2,1,1,2,6,3,70,2,2,5,3,I though it was a little bit confusing and I didn't really know what to take away from it. ,I think there's concern but also there's a certain amount of White resentment and supremacy that is wrapped up in that concern,I'm not responsible at all,I don't think that's happening,I would say they are indifferent to it,no not where I live,37,1,2,2,,0,1,,21,,,,,,1,,,,
48,2024-01-25 0:12:25,2024-01-25 0:23:48,0,100,683,1,2024-01-25 0:23:49,R_15ajabEmzmJPCMh,anonymous,EN,2,63d540dd543bfd576ffdf078,,2,0,2,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,3,3,4,4,1,5,5,5,4,,,,,,,,,,4,3,1,3,3,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,3,31,1.688,13.291,14,19,,,3,3,,"People are struggling to make it on their incomes. Sometimes, there are solutions such as relocating.",4,2,3,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,3,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,3,4,2,3,4,3,3,3,4,4,5,5,3,2,2,1,4,4,4,5,4,4,5,4,6,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,50,4,3,4,5,Makes me sad,Not,None,It doesnt,None,I try to,34,1,3,2,,4,1,,21,,,,,,1,,,,
49,2024-01-25 0:12:29,2024-01-25 0:23:53,0,100,683,1,2024-01-25 0:23:54,R_5kuEWNapPv4BBMV,anonymous,EN,2,61451e21a303bee08cbb86ea,"Currently, there is an inequality in income among older white and black individuals ",3,-1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,5,3,1,5,5,5,5,27,2.856,10.529,11.679,6,1,1,1,1,5,3,1,1,1,1,4,1,4,1,3,1,2,4,4,1,1,4,4,1,4,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,3,3,3,3,3,3,3,3,1,1,1,1,3,3,3,3,3,5,4,4,4,5,3,1,3,3,3,3,1,3,1,1,1,1,1,1,0,4,1,1,1,1,7,1,1,1,7,4,4,4,1,4,4,4,4,4,4,4,4,3,6,1,1,1,6,6,6,50,1,1,1,1,,I'm unsure how concerned my fellow White Americans are about racial issues in our society,I don't believe I'm responsible for the issues I read in the article,I'm unsure of the extent my community actively works to address racism,There's not much discussion about this topic,I don't perceive a collective commitment in my community,22,1,2,1,,4,1,,21,,,,,,,2,,,
50,2024-01-24 23:46:54,2024-01-24 23:58:24,0,100,689,1,2024-01-24 23:58:25,R_1PXIzCjjjGu2tlE,anonymous,EN,2,5cc8039e3ef93000171c96b8,,,-1,2,2,1,1,3,2,3,2,3,1,3,3,3,2,3,3,3,1,3,3,2,1,4,4,5,4,,,,,,,,,,3,2,1,2,2,1,3,2,3,1,3,1,3,3,3,2,3,3,3,1,3,28,6.398,12.045,15.849,5,4,4,4,4,,There is economic inequality based somewhat on where people live. Some people make a lot more per year than other people make.,1,1,1,1,1,3,1,2,2,3,4,3,3,5,6,5,4,5,5,5,4,4,4,4,3,3,3,2,3,4,3,3,4,3,3,4,4,3,3,3,3,4,3,4,3,3,4,2,4,2,3,3,3,4,4,1,1,2,1,1,0,4,2,6,2,2,6,2,2,2,6,4,6,6,1,4,6,4,5,3,3,4,5,2,3,3,2,4,2,4,4,50,2,2,2,2,That there are large economic disparities in this country,I think they're somewhat concerned,I don't think I'm responsible at all because I've done nothing to cause them,I think some do somewhat,It places some importance on it,"Not really, it depends on the person",37,1,5,3,,4,1,,21,,,,,0,,,,,
51,2024-01-25 0:53:20,2024-01-25 1:05:03,0,100,702,1,2024-01-25 1:05:03,R_7rPeZOLqzdI9sV6,anonymous,EN,2,60debc4045d5ce331ba7647c,"This promising trend underscores the impact of educational parity on financial equality among older adults. It suggests that by prioritizing and expanding access to education, we have the potential to further diminish racial disparities in wealth. As we continue efforts to ensure equitable educational opportunities for all, a future emerges where shared access to education becomes a catalyst for economic equity, paving the way for reduced racial disparities among older individuals.",5,1,4,1,1,2,2,1,3,2,3,2,3,3,3,2,2,2,4,2,2,4,4,4,5,5,5,5,,,,,,,,,,4,4,4,1,1,1,2,1,3,2,3,1,3,3,3,2,2,2,4,2,2,26,11.226,18.25,19.923,6,5,5,5,5,,,3,4,4,3,4,3,3,3,5,4,4,5,4,4,5,5,5,4,5,5,5,4,5,4,4,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,2,3,2,2,3,4,3,4,3,2,3,3,4,4,4,5,6,3,3,3,1,5,5,5,4,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,4,5,5,3,4,5,4,5,4,4,4,70,5,5,4,3,,good,,,,,34,1,6,2,,0,1,,21,,,,,,,,3,,
52,2024-01-25 1:08:41,2024-01-25 1:20:24,0,100,703,1,2024-01-25 1:20:25,R_1DUzPDva9H7FJYZ,anonymous,EN,2,614672e2a81f859693652d62,,1,0,1,3,4,4,4,4,2,4,1,3,1,3,1,3,2,2,1,3,3,3,2,3,4,4,7,7,4,4.703,13.416,18.563,5,4,5,4,4,3,2,3,4,4,4,4,3,1,4,1,4,1,1,1,4,3,2,1,4,3,,,,,,,,,,"The previous screen described how black Americans, as a result of redlining prior to 1968, consistently have less home equity than white Americans. The article further linked this to trends in savings, which showed a similar dramatic level of disparity between black and white Americans even when controlling for level of education.",,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,2,2,5,5,5,5,3,4,4,4,1,1,3,4,1,1,1,3,1,2,2,1,1,1,1,1,1,5,5,4,2,3,1,1,1,6,4,4,1,1,7,1,1,1,4,2,2,1,5,3,2,1,4,4,1,2,2,3,2,1,1,4,1,4,1,50,5,7,7,7,Redlining pre-1968 set terrible standards with snowballing economic effects for wealth disparities today based on racial group.,"Generally, white Americans in my urban environment seem concerned. The white Americans I know in rural areas are not.","I may not directly be responsible for redlining from more than fifty years ago, but I have a responsibility to be aware of disparities in our society so I can push for actual, positive change.","My community pays considerable lip service to addressing racism. In practice, established white Americans can be pretty shitty with few consequences so long as they use the right language to hide it, which sucks.",My social circle places high importance on this.,"Yes, though especially from non-white Americans.",23,1,5,3,,0,3,,22,22,2 years,4,8,,,,,4,
53,2024-01-25 1:19:39,2024-01-25 1:31:25,0,100,705,1,2024-01-25 1:31:25,R_31iJ4FS7z0VGo2K,anonymous,EN,2,631fdedf78d4f7b0a6b985ad,,1,-1,2,4,2,2,2,2,2,4,4,4,4,4,2,3,1,1,1,4,4,5,3,1,7,7,7,7,48,0,0,10.872,0,7,7,7,7,5,3,1,4,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1,4,4,,,,,,,,,,"To this day, white people make far more money than black people, even when controlling for differences in higher education.",,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,4,4,4,4,5,5,5,4,5,5,4,4,1,1,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,4,4,7,1,1,7,1,1,1,7,6,6,5,1,1,4,7,7,1,1,7,7,4,1,3,3,6,2,2,1,100,1,1,1,1,The wealth gap between white and black people is inexcusable and directly tied to racism. This needs to change.,"I think more of us are becoming aware of what a problem it is. It's largely generational, and each generation, more of us abandon the racism of our ancestors.","I'm not responsible for these issues at all. However, I do have a responsibility to acknowledge the issues are a real problem and to act appropriately.",People in my community can vote appropriately for candidates who believe in equality. That's one way to make meaningful change.,"I think most people my age put a lot of importance on equality. It's a pressing issue, not just for race but for sex, sexuality, disability, etc.",I think so.,35,1,6,2,,0,1,,21,,,,,,,,,4,
54,2024-01-24 23:51:49,2024-01-25 0:03:54,0,100,725,1,2024-01-25 0:03:55,R_1tSQ3i9dDS4SvoB,anonymous,EN,2,63d94906463da95ed3d8e627,,2,-1,3,3,2,2,3,3,2,2,1,2,1,2,2,3,2,3,2,2,3,1,2,1,6,5,6,5,,,,,,,,,,1,2,1,3,2,2,3,3,2,2,1,2,2,2,2,3,2,3,2,2,3,33,6.042,21.546,22.294,9,3,2,2,7,,"Despite higher costs of living, people in metropolitan areas tend to be wealthier than people in rural areas.",1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,2,3,3,3,4,3,4,4,4,4,3,4,2,1,3,5,2,2,2,3,2,2,3,3,2,1,1,2,2,5,5,2,1,1,1,1,0,4,2,6,2,2,6,2,2,2,6,4,5,5,2,4,5,4,4,3,2,4,4,3,1,3,3,5,2,3,2,55,3,2,3,5,I think wealth inequality is a problem both in America and worldwide.,I think the younger generation is much more tolerant to others than previous generations have been.,I have no impact on wealth inequality in America.,I do not know.,My friends are accepting of all.,I do not know.,24,1,3,2,,1,1,,21,,,,,,1,,,,
55,2024-01-25 0:06:26,2024-01-25 0:18:40,0,100,733,1,2024-01-25 0:18:41,R_5gC8No8Myif1wHK,anonymous,EN,2,62838b88bc35e0497491f8e4,,2,0,2,3,2,2,3,1,3,3,3,3,2,2,1,3,3,3,1,2,3,1,1,3,6,6,7,6,25,10.369,28.616,29.255,5,3,3,2,4,1,1,3,3,2,2,4,3,2,3,3,3,1,2,1,3,3,3,1,3,2,,,,,,,,,,"The article highlights the inequalities faced by black americans compared to white americans. One of the main causes for this was the disparity in how loans were handed out, which lead to black americans being less likely to be able to own homes and build wealth.",,1,1,1,1,3,2,2,2,1,1,2,1,6,6,5,5,2,1,3,2,7,6,6,7,2,2,3,4,2,2,4,3,3,3,3,3,3,,2,4,2,2,1,3,3,2,2,2,2,1,1,3,2,4,3,2,1,1,1,1,0,4,1,6,2,1,6,2,1,1,6,4,3,4,3,1,4,3,3,3,5,4,4,2,3,1,3,2,2,4,2,80,3,5,6,6,,"They are against it in principle, but do not do anything related to it.",None,Not at all really it's just not a topic that comes up,"None, we just don't talk about it",Nope,22,1,5,3,,2,1,,21,,,,,,,,,4,
